4.999999999999999774e-07,5.000000000000000000e-01
5.000500050005000663e-05,4.999499949994999359e-01
1.000100010001000133e-04,4.998999899989999274e-01
1.500150015001500267e-04,4.998499849984998633e-01
2.000200020002000265e-04,4.997999799979997992e-01
2.500250025002500264e-04,4.997499749974997352e-01
3.000300030003000534e-04,4.996999699969997266e-01
3.500350035003500261e-04,4.996499649964996626e-01
4.000400040004000531e-04,4.995999599959995985e-01
4.500450045004500258e-04,4.995499549954995344e-01
5.000500050005000528e-04,4.994999499949995259e-01
5.500550055005500255e-04,4.994499449944994618e-01
6.000600060006001067e-04,4.993999399939993977e-01
6.500650065006500795e-04,4.993499349934993337e-01
7.000700070007000522e-04,4.992999299929993251e-01
7.500750075007500250e-04,4.992499249924992610e-01
8.000800080008001062e-04,4.991999199919991970e-01
8.500850085008500789e-04,4.991499149914991329e-01
9.000900090009000517e-04,4.990999099909991243e-01
9.500950095009501328e-04,4.990499049904990603e-01
1.000100010001000106e-03,4.989998999899989962e-01
1.050105010501050078e-03,4.989498949894989321e-01
1.100110011001100051e-03,4.988998899889989236e-01
1.150115011501150024e-03,4.988498849884988595e-01
1.200120012001200213e-03,4.987998799879987954e-01
1.250125012501250186e-03,4.987498749874987314e-01
1.300130013001300159e-03,4.986998699869987228e-01
1.350135013501350132e-03,4.986498649864986588e-01
1.400140014001400104e-03,4.985998599859985947e-01
1.450145014501450077e-03,4.985498549854985306e-01
1.500150015001500050e-03,4.984998499849985221e-01
1.550155015501550240e-03,4.984498449844984580e-01
1.600160016001600212e-03,4.983998399839983939e-01
1.650165016501650185e-03,4.983498349834983299e-01
1.700170017001700158e-03,4.982998299829983213e-01
1.750175017501750131e-03,4.982498249824982572e-01
1.800180018001800103e-03,4.981998199819981932e-01
1.850185018501850293e-03,4.981498149814981291e-01
1.900190019001900266e-03,4.980998099809981206e-01
1.950195019501950238e-03,4.980498049804980565e-01
2.000200020002000211e-03,4.979997999799979924e-01
2.050205020502050401e-03,4.979497949794979283e-01
2.100210021002100157e-03,4.978997899789979198e-01
2.150215021502150346e-03,4.978497849784978557e-01
2.200220022002200102e-03,4.977997799779977917e-01
2.250225022502250292e-03,4.977497749774977276e-01
2.300230023002300048e-03,4.976997699769977190e-01
2.350235023502350237e-03,4.976497649764976550e-01
2.400240024002400427e-03,4.975997599759975909e-01
2.450245024502450183e-03,4.975497549754975268e-01
2.500250025002500372e-03,4.974997499749975183e-01
2.550255025502550128e-03,4.974497449744974542e-01
2.600260026002600318e-03,4.973997399739973901e-01
2.650265026502650074e-03,4.973497349734973261e-01
2.700270027002700263e-03,4.972997299729973175e-01
2.750275027502750453e-03,4.972497249724972535e-01
2.800280028002800209e-03,4.971997199719971894e-01
2.850285028502850398e-03,4.971497149714971253e-01
2.900290029002900154e-03,4.970997099709971168e-01
2.950295029502950344e-03,4.970497049704970527e-01
3.000300030003000100e-03,4.969996999699969886e-01
3.050305030503050290e-03,4.969496949694969246e-01
3.100310031003100479e-03,4.968996899689969160e-01
3.150315031503150235e-03,4.968496849684968519e-01
3.200320032003200425e-03,4.967996799679967879e-01
3.250325032503250181e-03,4.967496749674967238e-01
3.300330033003300370e-03,4.966996699669967152e-01
3.350335033503350126e-03,4.966496649664966512e-01
3.400340034003400316e-03,4.965996599659965871e-01
3.450345034503450505e-03,4.965496549654965230e-01
3.500350035003500261e-03,4.964996499649965145e-01
3.550355035503550451e-03,4.964496449644964504e-01
3.600360036003600207e-03,4.963996399639963863e-01
3.650365036503650396e-03,4.963496349634963223e-01
3.700370037003700586e-03,4.962996299629963137e-01
3.750375037503750342e-03,4.962496249624962497e-01
3.800380038003800531e-03,4.961996199619961856e-01
3.850385038503850287e-03,4.961496149614961770e-01
3.900390039003900477e-03,4.960996099609961130e-01
3.950395039503950233e-03,4.960496049604960489e-01
4.000400040004000422e-03,4.959995999599959848e-01
4.050405040504050612e-03,4.959495949594959763e-01
4.100410041004100802e-03,4.958995899589959122e-01
4.150415041504150124e-03,4.958495849584958481e-01
4.200420042004200313e-03,4.957995799579957841e-01
4.250425042504250503e-03,4.957495749574957755e-01
4.300430043004300693e-03,4.956995699569957115e-01
4.350435043504350015e-03,4.956495649564956474e-01
4.400440044004400204e-03,4.955995599559955833e-01
4.450445044504450394e-03,4.955495549554955748e-01
4.500450045004500584e-03,4.954995499549955107e-01
4.550455045504550773e-03,4.954495449544954466e-01
4.600460046004600095e-03,4.953995399539953826e-01
4.650465046504650285e-03,4.953495349534953740e-01
4.700470047004700475e-03,4.952995299529953099e-01
4.750475047504750664e-03,4.952495249524952459e-01
4.800480048004800854e-03,4.951995199519951818e-01
4.850485048504850176e-03,4.951495149514951732e-01
4.900490049004900366e-03,4.950995099509951092e-01
4.950495049504950555e-03,4.950495049504950451e-01
5.000500050005000745e-03,4.949994999499949810e-01
5.050505050505050934e-03,4.949494949494949725e-01
5.100510051005100257e-03,4.948994899489949084e-01
5.150515051505150446e-03,4.948494849484948443e-01
5.200520052005200636e-03,4.947994799479947803e-01
5.250525052505250825e-03,4.947494749474947717e-01
5.300530053005300148e-03,4.946994699469947077e-01
5.350535053505350337e-03,4.946494649464946436e-01
5.400540054005400527e-03,4.945994599459945795e-01
5.450545054505450716e-03,4.945494549454945710e-01
5.500550055005500906e-03,4.944994499449945069e-01
5.550555055505550228e-03,4.944494449444944428e-01
5.600560056005600418e-03,4.943994399439943788e-01
5.650565056505650607e-03,4.943494349434943702e-01
5.700570057005700797e-03,4.942994299429943061e-01
5.750575057505750987e-03,4.942494249424942421e-01
5.800580058005800309e-03,4.941994199419941780e-01
5.850585058505850498e-03,4.941494149414941695e-01
5.900590059005900688e-03,4.940994099409941054e-01
5.950595059505950878e-03,4.940494049404940413e-01
6.000600060006000200e-03,4.939993999399939772e-01
6.050605060506050389e-03,4.939493949394939687e-01
6.100610061006100579e-03,4.938993899389939046e-01
6.150615061506150769e-03,4.938493849384938406e-01
6.200620062006200958e-03,4.937993799379937765e-01
6.250625062506250280e-03,4.937493749374937679e-01
6.300630063006300470e-03,4.936993699369937039e-01
6.350635063506350660e-03,4.936493649364936398e-01
6.400640064006400849e-03,4.935993599359935757e-01
6.450645064506451039e-03,4.935493549354935672e-01
6.500650065006500361e-03,4.934993499349935031e-01
6.550655065506550551e-03,4.934493449344934390e-01
6.600660066006600740e-03,4.933993399339933750e-01
6.650665066506650930e-03,4.933493349334933664e-01
6.700670067006700252e-03,4.932993299329933024e-01
6.750675067506750442e-03,4.932493249324932383e-01
6.800680068006800631e-03,4.931993199319931742e-01
6.850685068506850821e-03,4.931493149314931657e-01
6.900690069006901010e-03,4.930993099309931016e-01
6.950695069506950333e-03,4.930493049304930375e-01
7.000700070007000522e-03,4.929992999299929735e-01
7.050705070507050712e-03,4.929492949294929649e-01
7.100710071007100901e-03,4.928992899289929008e-01
7.150715071507151091e-03,4.928492849284928368e-01
7.200720072007200413e-03,4.927992799279927727e-01
7.250725072507250603e-03,4.927492749274927641e-01
7.300730073007300792e-03,4.926992699269927001e-01
7.350735073507350982e-03,4.926492649264926360e-01
7.400740074007401172e-03,4.925992599259925719e-01
7.450745074507450494e-03,4.925492549254925634e-01
7.500750075007500683e-03,4.924992499249924993e-01
7.550755075507550873e-03,4.924492449244924352e-01
7.600760076007601063e-03,4.923992399239924267e-01
7.650765076507650385e-03,4.923492349234923626e-01
7.700770077007700574e-03,4.922992299229922986e-01
7.750775077507750764e-03,4.922492249224922345e-01
7.800780078007800954e-03,4.921992199219922259e-01
7.850785078507850276e-03,4.921492149214921619e-01
7.900790079007900465e-03,4.920992099209920978e-01
7.950795079507950655e-03,4.920492049204920337e-01
